holding_id,InputRoster_masika__id,s11q01b,s11q01b_unit
21-25-08-97,Calcium ammonium nitrate (CAN),50,Kilogram
21-25-08-97,Insecticides,1,Liter
21-25-08-97,Fungicides,1,Liter
21-25-70-22,Urea,40,Kilogram
21-25-70-22,Insecticides,1,Liter
21-27-70-26,Urea,400,Kilogram
21-27-70-26,Calcium ammonium nitrate (CAN),400,Kilogram
21-27-70-26,Herbicides (liquid),14,Liter
21-30-52-84,Insecticides,223,Liter
21-30-52-84,Herbicides (liquid),255,Liter
21-30-52-84,Fungicides,265,Kilogram
21-32-27-30,Diammonium phosphate (DAP),8,Kilogram
21-33-63-24,Herbicides (liquid),1,Liter
21-34-16-76,Insecticides,200,Milliliter
21-35-55-97,Urea,50,Kilogram
21-35-55-97,Diammonium phosphate (DAP),50,Kilogram
21-36-57-45,Urea,300,Kilogram
21-36-57-45,Other (specify),,Kilogram
21-40-31-90,Urea,150,Kilogram
21-40-31-90,Diammonium phosphate (DAP),150,Kilogram
21-40-31-90,Ammonium sulphate (SA),150,Kilogram
21-40-31-90,Insecticides,2,Liter
21-40-31-90,Herbicides (liquid),2,Liter
21-40-75-72,Urea,10,Kilogram
21-40-75-72,"Nitrogen, phosphorus, potassium (NPK)",9,Kilogram
21-40-75-72,Insecticides,70,Gram
21-41-51-95,Insecticides,2,Liter
21-41-90-45,Insecticides,300,Milliliter
21-41-90-45,Herbicides (liquid),2,Liter
21-45-55-61,Insecticides,1,Kilogram
21-45-55-61,Herbicides (liquid),200,Milliliter
21-46-12-16,Ammonium sulphate (SA),25,Kilogram
21-46-12-16,Insecticides,50,Kilogram
21-46-12-16,Herbicides (liquid),2,Liter
21-47-48-36,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
21-48-39-77,Urea,50,Kilogram
21-48-39-77,Diammonium phosphate (DAP),50,Kilogram
21-48-39-77,Calcium ammonium nitrate (CAN),50,Kilogram
21-51-76-33,Insecticides,54,Kilogram
21-51-76-33,Herbicides (liquid),65,Liter
21-51-76-33,Fungicides,35,Liter
21-54-27-18,Insecticides,240,Milliliter
21-56-90-64,Diammonium phosphate (DAP),250,Kilogram
21-57-57-64,Ammonium sulphate (SA),200,Kilogram
21-59-12-78,Other (specify),,Kilogram
21-59-99-60,Ammonium sulphate (SA),100,Kilogram
21-60-48-40,Herbicides (liquid),9,Liter
21-60-64-00,Urea,150,Kilogram
21-60-64-00,Diammonium phosphate (DAP),100,Kilogram
21-60-64-00,Ammonium sulphate (SA),100,Kilogram
21-60-64-00,Herbicides (liquid),2,Liter
21-63-60-13,Insecticides,500,Milliliter
21-64-40-63,Urea,25,Kilogram
21-64-40-63,Insecticides,250,Milliliter
21-64-73-91,Urea,200,Kilogram
21-65-61-55,Urea,25,Kilogram
21-65-61-55,Insecticides,100,Milliliter
21-66-69-92,Insecticides,3,Liter
21-67-99-12,Urea,20,Kilogram
21-67-99-12,Insecticides,50,Milliliter
21-67-99-12,Herbicides (liquid),1,Liter
21-67-99-12,Fungicides,50,Milliliter
21-69-76-84,Urea,50,Kilogram
21-72-08-94,Urea,100,Kilogram
21-72-08-94,Calcium ammonium nitrate (CAN),75,Kilogram
21-72-08-94,Ammonium sulphate (SA),75,Kilogram
21-72-08-94,Insecticides,3,Liter
21-72-08-94,Fungicides,500,Milliliter
21-73-46-09,Insecticides,1,Liter
21-74-54-01,Insecticides,1,Milliliter
21-74-54-01,Fungicides,1,Milliliter
21-75-08-50,Insecticides,3,Liter
21-75-08-50,Herbicides (solid),6,Kilogram
21-75-16-79,Insecticides,100,Milliliter
21-75-18-15,Insecticides,300,Milliliter
21-76-32-23,Diammonium phosphate (DAP),10,Kilogram
21-76-32-23,Insecticides,500,Milliliter
21-77-15-16,Urea,100,Kilogram
21-77-15-16,Diammonium phosphate (DAP),150,Kilogram
21-77-15-16,Insecticides,4,Liter
21-77-15-16,Herbicides (liquid),1,Liter
21-78-60-01,Urea,200,Kilogram
21-78-60-01,Diammonium phosphate (DAP),250,Kilogram
21-78-60-01,Calcium ammonium nitrate (CAN),100,Kilogram
21-78-60-01,Ammonium sulphate (SA),150,Kilogram
21-78-60-01,Insecticides,2,Liter
21-78-60-01,Herbicides (liquid),10,Liter
21-78-87-10,Insecticides,100,Kilogram
21-79-85-31,Urea,150,Kilogram
21-79-85-31,Insecticides,29,Liter
21-79-85-31,Fungicides,24,Liter
21-84-10-66,Insecticides,4,Liter
21-84-14-54,Insecticides,1,Liter
21-87-33-31,Insecticides,1,Liter
21-87-33-31,Fungicides,1,Liter
21-88-93-60,Insecticides,1,Liter
21-89-00-95,Diammonium phosphate (DAP),50,Kilogram
21-91-92-28,Diammonium phosphate (DAP),150,Kilogram
21-91-92-28,Insecticides,500,Milliliter
21-92-10-00,Insecticides,2,Liter
21-92-10-00,Herbicides (liquid),7,Liter
21-93-19-63,Insecticides,30,Milliliter
21-94-69-07,Urea,8,Kilogram
21-96-03-01,Urea,200,Kilogram
21-96-03-01,Diammonium phosphate (DAP),200,Kilogram
21-96-03-01,Ammonium sulphate (SA),5909,Kilogram
21-96-03-01,"Nitrogen, phosphorus, potassium (NPK)",3272,Kilogram
21-96-03-01,Insecticides,70,Liter
21-96-03-01,Herbicides (liquid),100,Liter
21-96-03-01,Fungicides,200,Liter
21-96-03-01,Other inorganic fertilizer,,Kilogram
21-98-55-58,Ammonium sulphate (SA),200,Kilogram
21-98-55-58,Insecticides,300,Milliliter
21-98-55-58,Herbicides (liquid),4,Liter
21-98-62-53,Insecticides,5,Liter
21-98-95-67,Insecticides,0,Liter
22-01-66-29,Urea,2500,Kilogram
22-01-66-29,Calcium ammonium nitrate (CAN),200,Kilogram
22-01-66-29,Insecticides,10,Liter
22-01-66-29,Fungicides,30,Liter
22-01-66-29,KENOPLUS,50,Kilogram
22-01-66-29,AMIDAS,8,Kilogram
22-02-99-09,Insecticides,250,Gram
22-04-44-21,Urea,150,Kilogram
22-04-44-21,Diammonium phosphate (DAP),150,Kilogram
22-07-01-33,Insecticides,2,Liter
22-08-03-92,Diammonium phosphate (DAP),100,Kilogram
22-13-19-33,Insecticides,6,Liter
22-13-19-33,Herbicides (liquid),8,Liter
22-13-48-76,Diammonium phosphate (DAP),2,Kilogram
22-17-02-64,Urea,50,Kilogram
22-17-02-64,Diammonium phosphate (DAP),50,Kilogram
22-17-02-64,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
22-17-27-92,Urea,50,Kilogram
22-17-27-92,Calcium ammonium nitrate (CAN),50,Kilogram
22-17-31-67,Urea,75,Kilogram
22-17-31-67,Diammonium phosphate (DAP),75,Kilogram
22-17-31-67,Insecticides,3,Liter
22-18-84-20,Calcium ammonium nitrate (CAN),50,Kilogram
22-18-84-20,Ammonium sulphate (SA),100,Kilogram
22-18-84-20,Insecticides,1,Liter
22-18-84-20,Herbicides (liquid),2,Liter
22-18-84-20,Other inorganic fertilizer,,Liter
22-18-88-23,Urea,5,Kilogram
22-20-49-85,Insecticides,1,Liter
22-20-49-85,Fungicides,50,Kilogram
22-21-46-80,Insecticides,5,Gram
22-22-55-32,Insecticides,1,Liter
22-24-39-91,Insecticides,1,Liter
22-24-39-91,Herbicides (solid),8,Kilogram
22-25-48-64,Urea,150,Kilogram
22-25-48-64,Insecticides,250,Milliliter
22-28-14-97,Insecticides,250,Liter
22-28-14-97,Herbicides (liquid),200,Liter
22-29-57-87,Urea,10,Kilogram
22-30-17-03,Urea,1000,Kilogram
22-30-17-03,Diammonium phosphate (DAP),500,Kilogram
22-30-17-03,Ammonium sulphate (SA),1000,Kilogram
22-30-17-03,Insecticides,7,Liter
22-30-17-03,Herbicides (liquid),15,Liter
22-31-50-12,Insecticides,1,Liter
22-33-75-68,Urea,100,Kilogram
22-33-75-68,Diammonium phosphate (DAP),50,Kilogram
22-33-75-68,Calcium ammonium nitrate (CAN),50,Kilogram
22-33-75-68,Herbicides (liquid),1,Liter
22-34-27-56,Insecticides,1,Liter
22-34-40-69,Diammonium phosphate (DAP),150,Kilogram
22-34-40-69,Calcium ammonium nitrate (CAN),125,Kilogram
22-34-40-69,Insecticides,5,Liter
22-34-40-69,Herbicides (solid),2,Kilogram
22-34-40-69,Herbicides (liquid),2,Liter
22-34-40-69,Fungicides,30,Liter
22-36-03-99,Urea,200,Kilogram
22-36-03-99,Calcium ammonium nitrate (CAN),200,Kilogram
22-36-03-99,Ammonium sulphate (SA),200,Kilogram
22-36-03-99,Herbicides (liquid),2,Liter
22-39-89-91,Calcium ammonium nitrate (CAN),10,Liter
22-39-89-91,Insecticides,1,Liter
22-40-52-94,Insecticides,1000,Milliliter
22-40-52-94,AMIDAS,50,Kilogram
22-40-85-74,Insecticides,5,Liter
22-42-75-60,Insecticides,1,Liter
22-42-75-60,Herbicides (liquid),2,Liter
22-43-11-06,Insecticides,400,Milliliter
22-44-05-30,Urea,12,Kilogram
22-44-05-30,Diammonium phosphate (DAP),8,Kilogram
22-44-05-30,Calcium ammonium nitrate (CAN),50,Kilogram
22-44-05-30,Insecticides,24,Liter
22-44-05-30,Herbicides (solid),15,Kilogram
22-46-03-16,Insecticides,2,Liter
22-47-14-12,Insecticides,150,Kilogram
22-49-26-72,Urea,25,Kilogram
22-49-26-72,Calcium ammonium nitrate (CAN),25,Kilogram
22-51-98-48,Urea,50,Kilogram
22-51-98-48,Diammonium phosphate (DAP),50,Kilogram
22-51-98-48,Calcium ammonium nitrate (CAN),50,Kilogram
22-51-98-48,Insecticides,1,Liter
22-53-21-43,Insecticides,1000,Milliliter
22-53-79-54,Insecticides,3,Liter
22-55-05-15,Urea,,Kilogram
22-55-05-15,Herbicides (liquid),,Liter
22-56-76-35,Insecticides,200,Gram
22-57-42-12,"Nitrogen, phosphorus, potassium (NPK)",10,Kilogram
22-57-42-12,Insecticides,1,Liter
22-59-02-12,Urea,50,Kilogram
22-59-02-12,Diammonium phosphate (DAP),50,Kilogram
22-59-02-12,Calcium ammonium nitrate (CAN),50,Kilogram
22-63-06-97,Insecticides,500,Milliliter
22-65-78-92,Diammonium phosphate (DAP),1020,Kilogram
22-65-78-92,Calcium ammonium nitrate (CAN),1020,Kilogram
22-65-78-92,"Nitrogen, phosphorus, potassium (NPK)",1020,Kilogram
22-65-78-92,Insecticides,99,Liter
22-65-78-92,Herbicides (solid),10,Kilogram
22-65-78-92,Herbicides (liquid),224,Liter
22-65-78-92,Fungicides,62,Liter
22-66-65-13,Urea,0,Kilogram
22-66-65-13,Calcium ammonium nitrate (CAN),0,Kilogram
22-67-98-03,Insecticides,1,Liter
22-68-68-73,Diammonium phosphate (DAP),25,Kilogram
22-68-68-73,Calcium ammonium nitrate (CAN),25,Kilogram
22-68-68-73,Insecticides,1,Liter
22-68-80-46,Insecticides,240,Milliliter
22-70-86-59,Diammonium phosphate (DAP),10,Kilogram
22-70-86-59,Calcium ammonium nitrate (CAN),25,Kilogram
22-70-86-59,Insecticides,100,Gram
22-71-40-37,Diammonium phosphate (DAP),100,Kilogram
22-71-40-37,Insecticides,3,Liter
22-72-06-74,Urea,5,Kilogram
22-72-06-74,Diammonium phosphate (DAP),15,Kilogram
22-72-06-74,Insecticides,1,Liter
22-72-32-34,Urea,10,Kilogram
22-72-32-34,Diammonium phosphate (DAP),100,Kilogram
22-72-32-34,Calcium ammonium nitrate (CAN),100,Kilogram
22-72-32-34,Herbicides (liquid),2,Liter
22-72-76-32,Insecticides,1,Liter
22-74-52-33,Insecticides,2,Liter
22-75-77-30,Urea,100,Kilogram
22-75-77-30,Diammonium phosphate (DAP),100,Kilogram
22-78-97-11,Urea,50,Kilogram
22-80-12-25,Diammonium phosphate (DAP),75,Kilogram
22-83-95-18,Diammonium phosphate (DAP),250,Kilogram
22-83-95-18,Ammonium sulphate (SA),183,Kilogram
22-83-95-18,Herbicides (liquid),2,Liter
22-84-27-65,Urea,1000,Kilogram
22-84-27-65,Diammonium phosphate (DAP),800,Kilogram
22-84-27-65,Calcium ammonium nitrate (CAN),900,Kilogram
22-84-27-65,Insecticides,5,Liter
22-84-27-65,Herbicides (solid),3,Kilogram
22-84-27-65,Herbicides (liquid),10,Liter
22-84-34-02,Urea,100,Kilogram
22-84-34-02,Diammonium phosphate (DAP),100,Kilogram
22-85-29-77,Urea,100,Kilogram
22-85-29-77,Calcium ammonium nitrate (CAN),100,Kilogram
22-85-29-77,Ammonium sulphate (SA),50,Kilogram
22-85-29-77,Insecticides,1,Liter
22-85-29-77,Fungicides,500,Milliliter
22-86-59-11,Urea,15,Kilogram
22-86-59-11,Insecticides,20,Liter
22-86-85-23,Calcium ammonium nitrate (CAN),10,Kilogram
22-86-85-23,Insecticides,100,Gram
22-90-20-18,Insecticides,50,Milliliter
22-90-20-18,Fungicides,25,Gram
22-90-81-42,Insecticides,36,Liter
22-91-08-30,Diammonium phosphate (DAP),8250,Kilogram
22-91-08-30,Insecticides,210,Liter
22-92-44-97,Insecticides,2,Liter
22-93-12-79,Diammonium phosphate (DAP),5,Kilogram
22-93-12-79,Calcium ammonium nitrate (CAN),10,Kilogram
22-93-12-79,Insecticides,20,Milliliter
22-93-62-18,Diammonium phosphate (DAP),675,Kilogram
22-93-62-18,Calcium ammonium nitrate (CAN),17000,Kilogram
22-93-62-18,"Nitrogen, phosphorus, potassium (NPK)",38850,Kilogram
22-93-62-18,Insecticides,10,Liter
22-93-62-18,Herbicides (liquid),600,Liter
22-93-62-18,Fungicides,1125,Liter
22-95-65-56,Insecticides,1,Liter
22-96-93-31,Urea,5,Kilogram
22-98-12-81,Fungicides,200,Gram
22-99-86-17,Insecticides,1,Liter
23-02-79-47,Urea,500,Kilogram
23-02-79-47,Diammonium phosphate (DAP),200,Kilogram
23-02-79-47,Insecticides,2,Liter
23-03-22-07,Urea,200,Kilogram
23-03-22-07,Diammonium phosphate (DAP),200,Kilogram
23-03-22-07,Insecticides,3,Liter
23-07-12-29,Urea,50,Kilogram
23-07-12-29,Calcium ammonium nitrate (CAN),50,Kilogram
23-07-12-29,Ammonium sulphate (SA),50,Kilogram
23-08-08-11,Urea,10,Kilogram
23-08-08-11,Calcium ammonium nitrate (CAN),10,Kilogram
23-10-63-33,Urea,100,Kilogram
23-10-63-33,Diammonium phosphate (DAP),150,Kilogram
23-10-63-33,Calcium ammonium nitrate (CAN),125,Kilogram
23-10-63-33,Insecticides,500,Milliliter
23-10-63-33,Herbicides (liquid),0,Liter
23-10-63-33,Fungicides,250,Milliliter
23-10-66-16,Insecticides,500,Milliliter
23-10-66-16,AMIDAS,50,Kilogram
23-15-71-18,Insecticides,1,Liter
23-16-29-81,Urea,25,Kilogram
23-16-29-81,Diammonium phosphate (DAP),25,Kilogram
23-16-29-81,Calcium ammonium nitrate (CAN),20,Kilogram
23-16-29-81,Insecticides,0,Liter
23-16-29-81,Herbicides (liquid),0,Liter
23-18-98-54,Insecticides,4,Liter
23-19-20-70,Insecticides,7,Liter
23-19-20-70,Herbicides (liquid),6,Liter
23-19-42-47,Insecticides,1680,Milliliter
23-20-35-39,Urea,50,Kilogram
23-20-35-39,Ammonium sulphate (SA),8,Kilogram
23-24-67-70,Insecticides,250,Milliliter
23-26-07-85,Calcium ammonium nitrate (CAN),150,Kilogram
23-26-07-85,Insecticides,2,Liter
23-26-94-44,Urea,10,Kilogram
23-26-94-44,Herbicides (liquid),1,Liter
23-28-52-32,"Nitrogen, phosphorus, potassium (NPK)",150,Kilogram
23-28-52-32,Insecticides,6,Gram
23-28-52-32,Fungicides,1,Kilogram
23-29-30-20,Insecticides,2,Liter
23-29-30-20,Herbicides (liquid),4,Liter
23-29-30-20,Fungicides,125,Kilogram
23-29-92-24,Insecticides,7,Liter
23-29-92-24,Fungicides,3,Kilogram
23-30-73-28,Diammonium phosphate (DAP),10,Kilogram
23-35-03-39,Insecticides,1,Liter
23-35-03-39,Herbicides (liquid),5,Liter
23-36-47-62,Urea,200,Kilogram
23-36-47-62,Diammonium phosphate (DAP),400,Kilogram
23-36-47-62,Calcium ammonium nitrate (CAN),400,Kilogram
23-36-47-62,Ammonium sulphate (SA),250,Kilogram
23-36-47-62,"Nitrogen, phosphorus, potassium (NPK)",250,Kilogram
23-36-47-62,Insecticides,6,Liter
23-36-47-62,Herbicides (liquid),12,Liter
23-37-04-29,Herbicides (liquid),34,Liter
23-46-63-43,Insecticides,1,Liter
23-46-63-43,Fungicides,1,Liter
23-48-35-24,Diammonium phosphate (DAP),,Kilogram
23-48-35-24,Insecticides,,Milliliter
23-48-36-81,Urea,5,Kilogram
23-48-36-81,Insecticides,60,Milliliter
23-48-69-94,Urea,50,Kilogram
23-48-69-94,Diammonium phosphate (DAP),50,Kilogram
23-48-69-94,Calcium ammonium nitrate (CAN),50,Kilogram
23-48-69-94,Insecticides,25,Gram
23-49-52-28,Urea,150,Kilogram
23-49-52-28,Diammonium phosphate (DAP),50,Kilogram
23-49-52-28,Calcium ammonium nitrate (CAN),50,Kilogram
23-49-52-28,Insecticides,3,Liter
23-49-99-76,Urea,50,Kilogram
23-50-42-90,Urea,15,Kilogram
23-50-42-90,Insecticides,1,Liter
23-50-42-99,Diammonium phosphate (DAP),225,Kilogram
23-50-42-99,Calcium ammonium nitrate (CAN),350,Kilogram
23-50-42-99,Ammonium sulphate (SA),150,Kilogram
23-50-42-99,Insecticides,1,Liter
23-50-42-99,Fungicides,5,Liter
23-51-28-09,Insecticides,1,Liter
23-53-00-91,Insecticides,1,Liter
23-57-53-08,Insecticides,1,Liter
23-59-94-52,Insecticides,1,Liter
23-61-42-04,Urea,100,Kilogram
23-61-42-04,Diammonium phosphate (DAP),100,Kilogram
23-61-42-04,Calcium ammonium nitrate (CAN),50,Kilogram
23-61-42-04,Ammonium sulphate (SA),50,Kilogram
23-61-42-04,Herbicides (liquid),2,Liter
23-62-44-45,Urea,75,Kilogram
23-62-44-45,Diammonium phosphate (DAP),75,Kilogram
23-62-44-45,Calcium ammonium nitrate (CAN),75,Kilogram
23-62-78-03,Herbicides (liquid),1,Liter
23-64-92-48,Urea,25,Kilogram
23-64-92-48,Diammonium phosphate (DAP),25,Kilogram
23-64-92-48,Insecticides,1,Liter
23-65-54-34,Urea,70,Kilogram
23-65-54-34,Insecticides,2,Liter
23-65-74-13,Insecticides,200,Milliliter
23-67-37-45,Urea,300,Kilogram
23-67-37-45,Diammonium phosphate (DAP),200,Kilogram
23-67-37-45,Calcium ammonium nitrate (CAN),250,Kilogram
23-67-37-45,Ammonium sulphate (SA),150,Kilogram
23-67-37-45,Insecticides,1,Liter
23-67-37-45,Herbicides (liquid),5,Liter
23-67-37-45,KENOPLUS,100,Kilogram
23-67-70-75,Herbicides (liquid),10,Liter
23-69-37-91,Urea,50,Kilogram
23-69-37-91,Diammonium phosphate (DAP),50,Kilogram
23-69-37-91,Calcium ammonium nitrate (CAN),50,Kilogram
23-69-37-91,Insecticides,1,Liter
23-69-37-91,Herbicides (liquid),3,Liter
23-69-62-80,Insecticides,1,Liter
23-71-51-57,"Nitrogen, phosphorus, potassium (NPK)",100,Kilogram
23-72-19-14,Urea,50,Kilogram
23-72-19-14,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
23-74-87-83,Diammonium phosphate (DAP),50,Kilogram
23-78-88-45,Urea,50,Kilogram
23-78-88-45,Diammonium phosphate (DAP),50,Kilogram
23-79-65-58,Diammonium phosphate (DAP),8,Kilogram
23-79-65-58,Insecticides,1,Liter
23-79-91-06,Insecticides,2,Liter
23-80-49-65,Calcium ammonium nitrate (CAN),250,Kilogram
23-80-49-65,Ammonium sulphate (SA),200,Kilogram
23-80-49-65,Insecticides,500,Milliliter
23-80-49-65,Herbicides (liquid),500,Milliliter
23-82-87-04,Urea,25650,Kilogram
23-82-87-04,Diammonium phosphate (DAP),16200,Kilogram
23-82-87-04,Insecticides,38,Liter
23-82-87-04,Herbicides (liquid),1196,Liter
23-82-87-04,Fungicides,31,Liter
23-82-98-78,Urea,5,Kilogram
23-82-98-78,Calcium ammonium nitrate (CAN),5,Kilogram
23-83-29-17,Urea,100,Kilogram
23-83-29-17,Ammonium sulphate (SA),50,Kilogram
23-86-66-05,Calcium ammonium nitrate (CAN),2,Other (Specify)
23-86-66-05,"Nitrogen, phosphorus, potassium (NPK)",4,Other (Specify)
23-86-66-05,Insecticides,78,Liter
23-86-66-05,Herbicides (liquid),62,Liter
23-86-79-17,Diammonium phosphate (DAP),200,Kilogram
23-86-79-17,Ammonium sulphate (SA),200,Kilogram
23-86-79-17,Herbicides (solid),150,Kilogram
23-91-18-24,Insecticides,1,Liter
23-91-18-24,Herbicides (liquid),3,Liter
23-93-42-21,Urea,100,Kilogram
23-93-42-21,Diammonium phosphate (DAP),100,Kilogram
23-97-90-73,Urea,50,Kilogram
23-97-90-73,Diammonium phosphate (DAP),50,Kilogram
23-97-90-73,Insecticides,200,Milliliter
24-02-53-85,Insecticides,500,Milliliter
24-04-76-39,Insecticides,1,Liter
24-06-30-70,Herbicides (liquid),4,Liter
24-06-46-16,Urea,100,Kilogram
24-06-46-16,Diammonium phosphate (DAP),100,Kilogram
24-06-46-16,Calcium ammonium nitrate (CAN),100,Kilogram
24-09-08-85,Urea,500,Kilogram
24-09-08-85,Calcium ammonium nitrate (CAN),4000,Kilogram
24-09-08-85,"Nitrogen, phosphorus, potassium (NPK)",4000,Kilogram
24-09-08-85,Insecticides,30,Liter
24-10-82-12,"Nitrogen, phosphorus, potassium (NPK)",8,Kilogram
24-11-77-16,Insecticides,250,Kilogram
24-12-64-18,Ammonium sulphate (SA),100,Kilogram
24-12-64-18,Herbicides (solid),1,Kilogram
24-12-64-18,Herbicides (liquid),1,Liter
24-15-95-69,Urea,100,Kilogram
24-15-95-69,Diammonium phosphate (DAP),100,Kilogram
24-15-95-69,Ammonium sulphate (SA),100,Kilogram
24-15-95-69,Herbicides (liquid),800,Milliliter
24-16-31-91,Insecticides,2,Liter
24-18-43-32,Urea,300,Kilogram
24-18-43-32,Ammonium sulphate (SA),300,Kilogram
24-18-87-41,Insecticides,1,Liter
24-19-28-77,Herbicides (liquid),5,Liter
24-21-37-11,Urea,200,Kilogram
24-21-37-11,Calcium ammonium nitrate (CAN),100,Kilogram
24-21-37-11,Insecticides,3,Liter
24-23-35-33,Urea,900,Kilogram
24-23-35-33,Diammonium phosphate (DAP),900,Kilogram
24-23-35-33,Ammonium sulphate (SA),450,Kilogram
24-23-35-33,Herbicides (liquid),18,Liter
24-23-78-67,Urea,50,Kilogram
24-23-78-67,Diammonium phosphate (DAP),50,Kilogram
24-23-78-67,Calcium ammonium nitrate (CAN),50,Kilogram
24-24-23-32,Urea,100,Kilogram
24-25-58-77,Urea,20,Kilogram
24-25-58-77,Insecticides,1,Liter
24-25-58-77,Fungicides,1,Liter
24-28-21-20,Urea,100,Kilogram
24-28-21-20,Insecticides,2,Liter
24-28-95-05,Insecticides,0,Liter
24-29-21-52,Urea,50,Kilogram
24-29-21-52,Diammonium phosphate (DAP),125,Kilogram
24-29-21-52,Insecticides,1,Kilogram
24-29-21-52,Herbicides (liquid),6,Liter
24-30-33-68,Urea,50,Kilogram
24-30-33-68,Diammonium phosphate (DAP),50,Kilogram
24-30-33-68,Calcium ammonium nitrate (CAN),50,Kilogram
24-30-33-68,Insecticides,2,Liter
24-30-33-68,Herbicides (liquid),2,Liter
24-31-43-18,Insecticides,,Liter
24-32-84-27,Urea,50,Kilogram
24-32-84-27,Diammonium phosphate (DAP),20,Kilogram
24-32-84-27,Ammonium sulphate (SA),50,Kilogram
24-33-32-78,Diammonium phosphate (DAP),35,Kilogram
24-33-32-78,Insecticides,2,Liter
24-33-33-89,Diammonium phosphate (DAP),5,Kilogram
24-33-33-89,Ammonium sulphate (SA),2,Kilogram
24-33-33-89,Insecticides,500,Milliliter
24-34-33-68,Herbicides (liquid),6,Liter
24-36-48-23,Urea,100,Kilogram
24-36-48-23,Calcium ammonium nitrate (CAN),250,Kilogram
24-36-48-23,Insecticides,25,Kilogram
24-40-52-39,Urea,8,Kilogram
24-40-52-39,Insecticides,1,Liter
24-46-78-14,Insecticides,24,Liter
24-47-46-33,Calcium ammonium nitrate (CAN),56,Kilogram
24-47-46-33,Insecticides,200,Milliliter
24-50-18-06,Urea,188,Kilogram
24-50-18-06,Calcium ammonium nitrate (CAN),150,Kilogram
24-50-18-06,Ammonium sulphate (SA),250,Kilogram
24-50-18-06,Insecticides,3,Liter
24-50-18-06,Herbicides (liquid),10,Liter
24-50-49-60,Urea,200,Kilogram
24-50-49-60,Diammonium phosphate (DAP),100,Kilogram
24-50-49-60,Calcium ammonium nitrate (CAN),200,Kilogram
24-50-49-60,Insecticides,5,Liter
24-52-38-86,Urea,75,Kilogram
24-52-38-86,Diammonium phosphate (DAP),100,Kilogram
24-52-38-86,Calcium ammonium nitrate (CAN),100,Kilogram
24-52-68-04,Urea,2,Kilogram
24-52-68-04,Insecticides,1,Kilogram
24-52-96-01,Urea,200,Kilogram
24-52-96-01,Diammonium phosphate (DAP),100,Kilogram
24-52-96-01,Herbicides (liquid),3,Liter
24-54-36-13,Urea,100,Kilogram
24-54-36-13,Calcium ammonium nitrate (CAN),100,Kilogram
24-54-36-13,Insecticides,250,Milliliter
24-55-21-01,Calcium ammonium nitrate (CAN),500,Kilogram
24-55-72-30,Herbicides (liquid),2,Liter
24-56-33-07,Insecticides,1,Liter
24-57-04-27,Insecticides,24,Liter
24-57-04-27,Herbicides (liquid),72,Liter
24-59-70-08,Insecticides,250,Milliliter
24-60-25-20,Herbicides (liquid),2,Liter
24-65-09-10,Urea,500,Kilogram
24-65-09-10,Calcium ammonium nitrate (CAN),500,Kilogram
24-65-09-10,Ammonium sulphate (SA),500,Kilogram
24-65-09-10,Herbicides (liquid),1,Liter
24-66-14-56,Insecticides,1,Liter
24-66-28-57,Insecticides,1,Liter
24-66-81-78,Diammonium phosphate (DAP),100,Kilogram
24-69-29-70,Insecticides,10,Liter
24-69-29-70,Herbicides (liquid),10,Liter
24-74-57-44,Urea,350,Kilogram
24-74-57-44,Calcium ammonium nitrate (CAN),350,Kilogram
24-74-57-44,Ammonium sulphate (SA),350,Kilogram
24-74-57-44,Insecticides,1,Liter
24-74-57-44,Herbicides (liquid),1,Liter
24-74-66-76,Urea,100,Kilogram
24-74-66-76,Calcium ammonium nitrate (CAN),33,Kilogram
24-76-96-33,Insecticides,1,Liter
24-77-06-00,Urea,200,Kilogram
24-77-06-00,Diammonium phosphate (DAP),100,Kilogram
24-77-06-00,Insecticides,5,Liter
24-77-79-97,Insecticides,0,Liter
24-79-46-32,Insecticides,20,Milliliter
24-80-48-05,Diammonium phosphate (DAP),1200,Kilogram
24-80-48-05,Calcium ammonium nitrate (CAN),300,Kilogram
24-80-48-05,Insecticides,2,Liter
24-81-44-45,Insecticides,80,Liter
24-81-44-45,Herbicides (solid),400,Kilogram
24-81-44-45,Other inorganic fertilizer,,Kilogram
24-81-44-45,AMIDAS,5000,Kilogram
24-82-07-20,Insecticides,1,Kilogram
24-84-64-06,Urea,50,Kilogram
24-84-64-06,Calcium ammonium nitrate (CAN),25,Kilogram
24-84-64-06,Insecticides,250,Milliliter
24-85-32-93,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
24-85-32-93,Insecticides,75,Gram
24-86-50-48,Insecticides,10,Liter
24-86-50-48,Herbicides (liquid),8,Liter
24-86-50-48,Other inorganic fertilizer,10,Kilogram
24-92-63-19,Urea,250,Kilogram
24-93-75-63,Urea,300,Kilogram
24-93-75-63,Calcium ammonium nitrate (CAN),200,Kilogram
24-93-75-63,"Nitrogen, phosphorus, potassium (NPK)",750,Kilogram
24-93-75-63,Insecticides,100,Gram
24-94-81-10,Urea,300,Kilogram
24-94-81-10,Ammonium sulphate (SA),100,Kilogram
24-97-09-30,Insecticides,2,Kilogram
24-99-10-46,Diammonium phosphate (DAP),13,Kilogram
