holding_id,FIELD__id,MASIKAPLOT__id,s6q02,s6q03_hectares,s6q04,s6q05a,s6q05b,s6q06,s6q07,s6q08__1,s6q08__2,s6q08__3,s6q08__4,s6q08__5,s6q08__6,s6q08__7,s6q08__99,s6q09,s6q10__8,s6q10__9,s6q10__10,s6q10__11,s6q10__12,s6q10__13,s6q10__14,s6q10__115,s6q10__116,s6q10__117,s6q10__118,s6q10__119,s6q10__120,s6q10__121,s6q10__99,s6q10a,s6q11,s6q12__16,s6q12__17,s6q12__18,s6q12__19,s6q12__20,s6q12__21
05-82-01-02,1,1,CULTIVATED WITH CROPS,17,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-82-01-02,2,1,CULTIVATED WITH CROPS,3,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-82-03-55,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-82-39-74,1,1,CULTIVATED WITH CROPS,3,INTERCROPPED,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Half - 50%,Yes,Yes,No,No,No,No,No
05-82-97-08,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-82-99-38,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-82-99-38,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-83-23-27,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-28-05,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-47-86,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-47-86,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-61-21,1,1,A KITCHEN GARDEN/BACKYARD,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-61-21,2,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-83-68-40,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-83-72-42,1,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,MANUAL IRRIGATION,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-83-81-24,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-81-24,2,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-81-24,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-87-83,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-87-83,2,1,CULTIVATED WITH CROPS,3,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-89-06,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-83-89-06,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
05-83-89-06,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-83-92-23,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
05-83-92-23,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
05-83-92-23,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
05-83-93-44,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-84-35-14,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
05-84-35-14,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-84-44-67,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-84-44-67,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-84-47-68,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,No,Yes,No,No,No
05-84-47-68,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-84-60-69,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-84-62-34,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-84-72-81,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
05-84-77-39,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-84-83-21,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-84-83-21,2,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-84-94-39,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-84-96-39,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-85-03-20,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-85-10-74,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,Yes,No,No,No
05-85-10-74,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
05-85-14-13,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
05-85-14-13,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
05-85-14-13,1,3,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-85-14-13,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
05-85-14-16,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-85-14-16,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-85-26-39,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
05-85-47-98,2,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-85-47-98,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-85-51-82,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
05-85-79-57,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-04-61,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-04-61,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-22-10,1,1,CULTIVATED WITH CROPS,3,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-86-22-10,2,1,CULTIVATED WITH CROPS,2,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-23-90,1,1,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
05-86-36-59,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-86-40-30,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-41-67,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
05-86-53-74,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
05-86-53-74,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-53-74,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-65-96,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-65-96,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-94-93,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-94-93,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-86-94-93,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-11-01,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,Yes,No,No,No,No
05-87-11-01,2,1,CULTIVATED WITH CROPS,2,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,Yes,No,No,No,No
05-87-11-01,3,1,CULTIVATED WITH CROPS,3,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,Yes,No,No,No,No
05-87-17-42,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-24-65,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,Yes,No,Yes,No
05-87-24-65,2,1,A KITCHEN GARDEN/BACKYARD,0,INTERCROPPED,No,,,No,,,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,Yes,No,No
05-87-60-49,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-60-49,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-62-02,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-66-93,1,1,CULTIVATED WITH CROPS,3,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-66-93,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-86-00,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-87-86-00,2,1,CULTIVATED WITH CROPS,7,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-87-88-24,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,Yes,No,No,No,No
05-87-90-27,1,1,CULTIVATED WITH CROPS,2,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-98-77,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-98-77,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-87-98-77,3,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-23-42,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-88-23-42,1,2,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-41-96,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-46-20,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-46-20,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-65-38,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-65-38,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-65-38,3,1,CULTIVATED WITH CROPS,0,PURE STAND,Yes,All - 100%,FLOODING/SURFACE/FURROW,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-65-54,1,1,CULTIVATED WITH CROPS,4,MIXED,No,,,No,,,,,,,,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,60,No,,,,,,No
05-88-71-01,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-71-01,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-71-01,1,3,TEMPORARILY LEFT FALLOW,0,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
05-88-71-01,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-89-63,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Half - 50%,Yes,Yes,No,No,No,No,No
05-88-89-63,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-88-89-63,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-94-78,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-94-78,2,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-94-78,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-98-18,1,1,CULTIVATED WITH CROPS,3,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-99-32,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-88-99-37,1,1,CULTIVATED WITH CROPS,2,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-89-10-97,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
05-89-20-52,1,1,CULTIVATED WITH CROPS,0,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-89-26-52,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-89-30-70,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-89-30-70,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-89-30-70,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-89-52-54,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
05-89-87-16,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,Yes,Half - 50%,FLOODING/SURFACE/FURROW,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,Yes,No,No,No
05-89-89-93,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-89-89-93,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-89-89-93,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-06-10,1,1,CULTIVATED WITH CROPS,1,INTERCROPPED,No,,,Yes,Yes,No,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-90-11-75,1,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-11-75,2,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-14-78,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-14-78,2,1,CULTIVATED WITH CROPS,2,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-29-42,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-29-42,2,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-30-12,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,No,No,Yes,No,No,No
05-90-30-12,1,2,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-90-30-12,1,3,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-90-30-12,1,4,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,All - 100%,Yes,No,No,Yes,No,No,No
05-90-32-53,1,1,TEMPORARILY LEFT FALLOW,2,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,,,,,No
05-90-33-49,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-33-49,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-33-49,1,3,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-38-75,3,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-47-64,1,1,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,Yes,No,No,No,No,No
05-90-47-64,1,2,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-47-64,1,3,CULTIVATED WITH CROPS,1,PURE STAND,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-59-22,1,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-59-22,2,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-59-22,3,1,CULTIVATED WITH CROPS,0,INTERCROPPED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-62-74,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,No,,No,,,,,,No
05-90-71-75,1,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,Yes,No,No
05-90-71-75,2,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-90-71-75,3,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-90-71-75,4,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,No,,,,,,No
05-90-71-75,5,1,CULTIVATED WITH CROPS,0,PURE STAND,No,,,No,,,,,,,,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,Yes,No,No
05-90-75-88,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,All - 100%,Yes,Yes,No,No,No,No,No
05-91-05-11,1,1,CULTIVATED WITH CROPS,1,MIXED,No,,,No,,,,,,,,No,No,,,,,,,,,,,,,,,No,,Yes,No,No,Yes,No,No,No
