holding_id,FIELD__id,VULIPLOT__id,crop_id,TEMP_PERM,areaPlanted,s5q03,s5q04__1,s5q04__2,s5q04__3,s5q04a,s5q04a_Unit,s5q05,s5q06__1,s5q06__2,s5q06__3,s5q06__4,s5q06__5,s5q06__6,s5q06__7,s5q06__8,s5q06__9,s5q06__99,s5q07,areaHarvested,s5q10__1,s5q10__2,s5q10__3,s5q10__4,s5q10__5,s5q10__6,s5q10__7,s5q10__8,s5q10__9,s5q10__99,s5q11,s5q12,s5q13,s5q14,s5q14a,s5q14b_unit,harvest_ton
04-71-25-57,1,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
04-71-25-57,2,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,10,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,0
04-71-25-57,2,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
04-71-25-57,3,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
04-71-49-86,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,10,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
04-71-64-20,2,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,1
04-71-64-20,2,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
04-71-64-20,2,1,Groundnut,Temporary,0,OCTOBER 2023,No,Yes,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-72-47-17,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,No,Yes,1,KILOGRAM,Yes,,,,,,,,,,,November 2023,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
04-72-55-04,2,1,Amaranths,Temporary,0,NOVEMBER 2023,Yes,No,No,50,GRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,1
04-73-23-43,1,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
04-73-48-93,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-73-48-93,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,7,4,No,,,
04-73-48-93,1,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,4,0,No,,,
04-73-94-50,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
04-74-23-54,1,1,Paddy,Temporary,24,FEBRUARY 2024,No,Yes,No,120,KILOGRAM,Yes,,,,,,,,,,,July 2024,18,Yes,No,No,No,No,No,No,No,No,No,,,,,,,4
04-74-39-95,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,5,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,1
04-74-39-95,1,2,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,500,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
04-74-55-35,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,Yes,8,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
04-74-55-35,2,1,Sorghum,Temporary,1,SEPTEMBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,0
04-74-80-79,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,No,No,No,No,No,No,No,No,Yes,,,,,,,0
04-74-80-79,1,1,Cassava,Temporary,0,NOVEMBER 2023,No,Yes,No,950,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
04-74-80-79,1,2,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,32,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,1
04-74-90-78,1,1,Cassava,Temporary,1,FEBRUARY 2024,No,Yes,No,600,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
04-74-90-78,2,1,Cassava,Temporary,1,FEBRUARY 2024,No,Yes,No,700,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
04-75-12-42,1,1,Cowpeas,Temporary,0,OCTOBER 2023,Yes,No,No,7,KILOGRAM,Yes,,,,,,,,,,,December 2023,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
04-75-12-42,1,2,Cassava,Temporary,0,OCTOBER 2023,No,No,Yes,1600,CUTTINGS,Yes,,,,,,,,,,,May 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,1
04-75-12-42,1,2,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,23,10,Yes,1,SEEDLINGS,
04-75-47-06,1,1,Maize,Temporary,2,OCTOBER 2023,Yes,Yes,No,12,KILOGRAM,Yes,,,,,,,,,,,March 2024,2,,,,,,,,,,,,,,,,,1
04-75-59-95,1,1,Cassava,Temporary,1,OCTOBER 2023,No,Yes,No,2000,CUTTINGS,Yes,,,,,,,,,,,November 2023,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-75-59-95,2,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-75-84-29,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-75-84-29,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,Yes,10,SEEDLINGS,
04-75-84-29,2,1,Cocoyams,Temporary,0,SEPTEMBER 2023,No,Yes,No,50,SEEDLINGS,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
04-75-84-29,2,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-75-84-29,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-75-84-29,4,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-75-84-29,5,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,Yes,3,SEEDLINGS,
04-75-84-29,5,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,3,3,No,,,
04-76-37-25,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-76-66-20,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,July 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
04-76-66-20,1,1,Groundnut,Temporary,0,DECEMBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,July 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
04-76-66-20,2,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,May 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,0
04-76-71-37,1,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
04-76-71-37,1,2,Cassava,Temporary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,Yes,2,CUTTINGS,
04-76-71-37,1,2,Beans,Temporary,0,OCTOBER 2023,No,No,Yes,1,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
04-76-72-05,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
04-76-72-05,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,1790,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
04-76-72-05,2,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,Yes,No,,,,,,,0
04-76-72-05,2,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,450,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
04-77-23-89,1,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,8,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,1
04-77-71-41,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
04-77-71-41,2,1,Maize,Temporary,1,SEPTEMBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,March 2024,1,No,Yes,No,No,Yes,No,No,Yes,No,No,,,,,,,1
04-77-71-41,2,2,Cassava,Temporary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,,,No,,,
04-77-88-64,2,1,Cocoyams,Temporary,0,SEPTEMBER 2023,No,No,Yes,180,SEEDLINGS,Yes,,,,,,,,,,,September 2024,0,,,,,,,,,,,,,,,,,0
04-77-88-64,2,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,37.93457,64,Yes,15,SEEDLINGS,
04-77-88-64,3,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-78-03-74,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,March 2024,1,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
04-78-72-98,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,1
04-78-73-46,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,80,60,No,,,
04-79-14-62,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,1,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-79-76-25,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,1
04-79-77-62,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,0
04-80-64-78,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,20,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
04-80-64-78,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,4,4,No,,,
04-80-89-47,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,0
04-80-89-47,1,1,Beans,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,0
04-80-89-54,1,1,Cassava,Temporary,1,OCTOBER 2023,No,Yes,No,2000,CUTTINGS,Yes,,,,,,,,,,,March 2024,1,,,,,,,,,,,,,,,,,4
04-80-91-69,1,2,Cashew nut,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,7,7,No,,,
04-80-91-69,1,2,Orange,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,50,50,No,,,
04-81-25-20,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,0,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,Yes,No,No,No,No,Yes,,,,,,,0
04-81-25-20,1,1,Beans,Temporary,0,NOVEMBER 2023,No,Yes,No,0,KILOGRAM,No,No,Yes,No,No,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
04-81-30-09,1,1,Paddy,Temporary,0,NOVEMBER 2023,No,Yes,No,15,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,0
04-81-30-89,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,30,15,Yes,1,SEEDLINGS,
04-81-30-89,1,1,Amaranths,Temporary,0,SEPTEMBER 2023,No,Yes,No,50,GRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
04-81-61-79,1,1,Maize,Temporary,2,SEPTEMBER 2023,Yes,No,No,20,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,Yes,No,No,No,No,No,No,No,No,No,,,,,,,1
04-81-72-36,1,1,Cassava,Temporary,2,OCTOBER 2023,No,No,Yes,100,CUTTINGS,Yes,,,,,,,,,,,February 2024,1,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-82-18-82,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,9,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,1
04-82-18-82,1,2,Groundnut,Temporary,0,NOVEMBER 2023,No,Yes,No,27,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-82-31-57,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,16,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,No,Yes,No,No,No,No,No,No,No,No,,,,,,,1
04-82-54-81,1,1,Maize,Temporary,0,DECEMBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-82-54-81,2,1,Cotton,Temporary,0,NOVEMBER 2023,Yes,No,No,10,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-82-99-77,1,1,Orange,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,55,0,Yes,12,SEEDLINGS,
04-83-21-92,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,1
04-83-21-92,2,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,6,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,,,,,,,,,,,,,,,,,1
04-83-21-92,2,1,Cassava,Temporary,0,NOVEMBER 2023,No,Yes,No,3000,CUTTINGS,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,0
04-83-21-92,3,1,Paddy,Temporary,2,JANUARY 2024,No,Yes,No,60,KILOGRAM,Yes,,,,,,,,,,,July 2024,2,,,,,,,,,,,,,,,,,4
04-83-69-01,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,No,Yes,2,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,No,No,No,No,Yes,No,No,No,No,Yes,,,,,,,0
04-83-69-01,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,No,Yes,2600,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,,,,,,,,,,,,,,,,,0
04-83-94-37,1,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,0,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
04-83-94-37,1,1,Cassava,Temporary,0,OCTOBER 2023,No,Yes,No,250,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
04-83-94-37,1,1,Sweet potatoes,Temporary,0,OCTOBER 2023,No,Yes,No,150,CUTTINGS,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
04-83-94-37,2,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
04-83-94-37,2,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,500,CUTTINGS,Yes,,,,,,,,,,,August 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
04-83-94-37,2,1,Sweet potatoes,Temporary,0,OCTOBER 2023,No,Yes,No,200,CUTTINGS,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
04-84-38-05,1,1,Maize,Temporary,0,OCTOBER 2023,No,No,Yes,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-84-38-05,2,1,Maize,Temporary,1,OCTOBER 2023,No,No,Yes,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-84-71-19,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-84-71-19,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,12,12,No,,,
04-84-71-19,1,1,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,2,5,No,,,
04-84-71-19,3,1,Sweet potatoes,Temporary,0,DECEMBER 2023,No,Yes,No,2500,CUTTINGS,Yes,,,,,,,,,,,June 2024,0,,,,,,,,,,,,,,,,,1
04-85-04-26,1,1,Paddy,Temporary,3,NOVEMBER 2023,No,Yes,No,100,KILOGRAM,Yes,,,,,,,,,,,March 2024,2,No,Yes,No,No,No,No,No,Yes,No,No,,,,,,,15
04-85-40-67,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,3.088817,10,Yes,0,SEEDLINGS,
04-86-40-42,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,No,Yes,3,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,0
04-87-03-11,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,2,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,No,No,No,Yes,No,No,,,,,,,0
04-87-03-11,2,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,No,No,No,Yes,No,No,Yes,No,No,,,,,,,0
04-87-03-11,2,1,Groundnut,Temporary,0,SEPTEMBER 2023,No,Yes,No,20,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,Yes,No,Yes,No,No,No,Yes,No,No,,,,,,,0
04-87-09-55,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,0,KILOGRAM,Yes,,,,,,,,,,,January 2024,0,,,,,,,,,,,,,,,,,0
04-87-29-71,1,1,Cassava,Temporary,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,,,Yes,23,CUTTINGS,
04-87-29-71,2,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,12,4,Yes,2,SEEDLINGS,
04-87-29-71,3,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,20,10,Yes,3,SEEDLINGS,
04-87-29-71,4,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,20,10,Yes,4,SEEDLINGS,
04-87-65-31,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,Yes,26,SEEDLINGS,
04-88-27-40,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,12,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,Yes,No,No,No,No,No,No,No,Yes,No,,,,,,,0
04-88-86-75,1,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,8,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,,,,,,,,,,,,,,,,,1
04-89-06-18,1,1,Maize,Temporary,0,OCTOBER 2023,Yes,No,No,2,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,No,No,No,No,No,No,No,No,Yes,,,,,,,0
04-89-06-18,2,1,Maize,Temporary,0,OCTOBER 2023,No,Yes,No,3,KILOGRAM,Yes,,,,,,,,,,,June 2024,0,No,No,No,No,No,No,No,No,No,Yes,,,,,,,0
04-89-10-39,1,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,4,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
04-89-10-39,2,1,Maize,Temporary,0,NOVEMBER 2023,Yes,No,No,4,KILOGRAM,Yes,,,,,,,,,,,February 2024,0,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-89-38-28,1,1,Maize,Temporary,0,SEPTEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,April 2024,0,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,0
04-89-38-28,1,1,Cassava,Temporary,0,SEPTEMBER 2023,No,Yes,No,1800,CUTTINGS,Yes,,,,,,,,,,,September 2024,0,,,,,,,,,,,,,,,,,1
04-89-38-28,2,1,Maize,Temporary,2,SEPTEMBER 2023,No,Yes,No,30,KILOGRAM,Yes,,,,,,,,,,,March 2024,1,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,1
04-89-70-93,1,1,Maize,Temporary,1,OCTOBER 2023,Yes,No,No,6,KILOGRAM,Yes,,,,,,,,,,,February 2024,1,,,,,,,,,,,,,,,,,1
04-89-75-44,1,1,Beans,Temporary,16,OCTOBER 2023,Yes,No,No,200,KILOGRAM,Yes,,,,,,,,,,,December 2023,16,,,,,,,,,,,,,,,,,3
04-89-75-44,1,2,Sunflower,Temporary,6,OCTOBER 2023,Yes,No,No,20,KILOGRAM,Yes,,,,,,,,,,,January 2024,6,,,,,,,,,,,,,,,,,1
04-89-75-44,1,4,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,114,114,No,,,
04-89-75-44,1,5,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,2819,2819,No,,,
04-89-75-44,1,7,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,82,82,No,,,
04-89-75-44,1,8,Lemon,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,24.66667,32,No,,,
04-89-75-44,1,9,Mango,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,50,50,No,,,
04-89-75-44,1,10,Orange,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPACT,27,27,No,,,
04-90-69-20,1,1,Maize,Temporary,0,SEPTEMBER 2023,Yes,No,No,1,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,0
04-90-85-45,1,1,Coffee,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-90-85-45,1,1,Sugar cane,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,No,,,
04-90-85-45,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,FARMER IS UNABLE TO QUANTIFY,,No,,,
04-90-85-45,1,1,Avocado,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,.7499999,1,No,,,
04-91-21-49,1,1,Paddy,Temporary,0,DECEMBER 2023,No,Yes,No,10,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,,,,,,,,,,,,,,,,,1
04-91-41-17,1,1,Maize,Temporary,0,NOVEMBER 2023,No,Yes,No,5,KILOGRAM,Yes,,,,,,,,,,,March 2024,0,No,No,No,No,Yes,No,No,No,No,No,,,,,,,0
04-91-55-29,1,1,Maize,Temporary,3,OCTOBER 2023,No,Yes,No,6,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
04-91-55-29,1,1,Cassava,Temporary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,,,Yes,77,CUTTINGS,
04-91-55-29,1,2,Maize,Temporary,3,SEPTEMBER 2023,Yes,No,No,30,KILOGRAM,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,0
04-91-55-29,2,1,Sorghum,Temporary,3,SEPTEMBER 2023,Yes,No,No,40,KILOGRAM,Yes,,,,,,,,,,,January 2024,3,,,,,,,,,,,,,,,,,5
04-91-55-29,2,1,Sweet potatoes,Temporary,3,SEPTEMBER 2023,Yes,No,No,25,CUTTINGS,Yes,,,,,,,,,,,December 2023,2,No,Yes,No,No,No,No,No,No,No,No,,,,,,,0
04-92-34-40,1,1,Maize,Temporary,1,SEPTEMBER 2023,Yes,No,No,12,KILOGRAM,Yes,,,,,,,,,,,January 2024,1,,,,,,,,,,,,,,,,,1
04-92-55-44,1,1,Cassava,Temporary,0,NOVEMBER 2023,No,Yes,No,564,CUTTINGS,Yes,,,,,,,,,,,August 2024,0,,,,,,,,,,,,,,,,,0
04-92-55-44,1,1,Banana,Permanent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCATTERED,42,6,Yes,1,SEEDLINGS,
04-92-55-44,2,1,Amaranths,Temporary,0,OCTOBER 2023,Yes,No,No,0,GRAM,Yes,,,,,,,,,,,December 2023,0,,,,,,,,,,,,,,,,,0
